

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines
086.029  000.034  000.034: sourcing /usr/share/nvim/runtime/plugin/man.lua
086.058  001.569: loading rtp plugins
086.600  000.145  000.145: sourcing /home/jero/.local/share/lunarvim/site/pack/packer/start/LuaSnip/plugin/luasnip.vim
086.922  000.036  000.036: require('indent_blankline.commands')
086.978  000.172  000.136: sourcing /home/jero/.local/share/lunarvim/site/pack/packer/start/indent-blankline.nvim/plugin/indent_blankline.vim
087.110  000.041  000.041: sourcing /home/jero/.local/share/lunarvim/site/pack/packer/start/lir.nvim/plugin/lir.vim
087.275  000.037  000.037: sourcing /home/jero/.local/share/lunarvim/site/pack/packer/start/nlsp-settings.nvim/plugin/nlspsetting.vim
087.461  000.032  000.032: require('cmp.utils.highlight')
087.628  000.224  000.191: sourcing /home/jero/.local/share/lunarvim/site/pack/packer/start/nvim-cmp/plugin/cmp.lua
087.732  000.023  000.023: sourcing /home/jero/.local/share/lunarvim/site/pack/packer/start/nvim-colorizer.lua/plugin/colorizer.lua
087.847  000.046  000.046: sourcing /home/jero/.local/share/lunarvim/site/pack/packer/start/nvim-dap/plugin/dap.lua
087.984  000.050  000.050: sourcing /home/jero/.local/share/lunarvim/site/pack/packer/start/nvim-lspconfig/plugin/lspconfig.lua
088.471  000.356  000.356: sourcing /home/jero/.local/share/lunarvim/site/pack/packer/start/nvim-treesitter/plugin/nvim-treesitter.lua
088.574  000.036  000.036: sourcing /home/jero/.local/share/lunarvim/site/pack/packer/start/nvim-web-devicons/plugin/nvim-web-devicons.vim
088.707  000.045  000.045: sourcing /home/jero/.local/share/lunarvim/site/pack/packer/start/plenary.nvim/plugin/plenary.vim
089.068  000.175  000.175: sourcing /home/jero/.local/share/lunarvim/site/pack/packer/start/telescope.nvim/plugin/telescope.lua
089.341  000.029  000.029: require('illuminate.util')
089.367  000.023  000.023: require('illuminate.reference')
089.369  000.083  000.031: require('illuminate.highlight')
089.374  000.132  000.048: require('illuminate.engine')
089.473  000.335  000.203: sourcing /home/jero/.local/share/lunarvim/site/pack/packer/start/vim-illuminate/plugin/illuminate.vim
089.637  001.894: loading packages
089.920  000.022  000.022: require('cmp_buffer.timer')
089.923  000.054  000.032: require('cmp_buffer.buffer')
089.926  000.088  000.033: require('cmp_buffer.source')
089.927  000.117  000.029: require('cmp_buffer')
089.947  000.153  000.036: sourcing /home/jero/.local/share/lunarvim/site/pack/packer/start/cmp-buffer/after/plugin/cmp_buffer.lua
090.013  000.021  000.021: sourcing /home/jero/.local/share/lunarvim/site/pack/packer/start/cmp-nvim-lsp/after/plugin/cmp_nvim_lsp.lua
090.138  000.050  000.050: require('cmp_path')
090.150  000.092  000.042: sourcing /home/jero/.local/share/lunarvim/site/pack/packer/start/cmp-path/after/plugin/cmp_path.lua
090.245  000.033  000.033: require('cmp_luasnip')
090.265  000.067  000.034: sourcing /home/jero/.local/share/lunarvim/site/pack/packer/start/cmp_luasnip/after/plugin/cmp_luasnip.lua
090.280  000.310: loading after plugins
090.291  000.011: inits 3
091.344  001.053: reading ShaDa
103.735  000.823  000.823: require('vim.filetype')
105.305  000.068  000.068: sourcing /usr/share/nvim/runtime/ftplugin/c.vim
106.452  000.060  000.060: sourcing /home/jero/.local/share/lunarvim/site/after/ftplugin/c.lua
106.652  001.840  001.712: sourcing /usr/share/nvim/runtime/ftplugin/cpp.vim
107.713  000.031  000.031: sourcing /home/jero/.local/share/lunarvim/site/after/ftplugin/cpp.lua
108.076  000.012  000.012: sourcing /usr/share/nvim/runtime/indent/cpp.vim
110.560  000.042  000.042: require('vim.uri')
112.165  000.084  000.084: require('null-ls.client')
113.612  000.946  000.946: sourcing /usr/share/nvim/runtime/syntax/c.vim
113.843  001.312  000.366: sourcing /usr/share/nvim/runtime/syntax/cpp.vim
117.786  000.084  000.084: require('nvim-treesitter.indent')
118.241  000.038  000.038: require('nvim-treesitter.highlight')
131.943  000.050  000.050: require('nvim-treesitter.locals')
131.950  000.126  000.076: require('illuminate.providers.treesitter')
132.524  000.054  000.054: require('packer.load')
132.740  000.077  000.077: require('ts_context_commentstring')
132.892  000.242  000.165: sourcing /home/jero/.local/share/lunarvim/site/pack/packer/opt/nvim-ts-context-commentstring/plugin/ts_context_commentstring.vim
133.891  000.194  000.194: require('vim.filetype.detect')
134.815  000.044  000.044: require('Comment.config')
134.912  000.054  000.054: require('Comment.ft')
134.916  000.098  000.044: require('Comment.utils')
134.947  000.030  000.030: require('Comment.opfunc')
134.972  000.024  000.024: require('Comment.extra')
134.975  000.255  000.060: require('Comment.api')
135.099  000.409  000.154: sourcing /home/jero/.local/share/lunarvim/site/pack/packer/opt/Comment.nvim/plugin/Comment.lua
135.220  000.029  000.029: require('Comment')
135.579  000.029  000.029: require('gitsigns.async')
135.608  000.027  000.027: require('gitsigns.status')
135.700  000.030  000.030: require('gitsigns.debug')
135.738  000.038  000.038: require('gitsigns.util')
135.804  000.028  000.028: require('gitsigns.uv')
135.805  000.066  000.037: require('gitsigns.subprocess')
135.945  000.023  000.023: require('gitsigns.message')
135.955  000.089  000.067: require('gitsigns.config')
135.978  000.022  000.022: require('gitsigns.signs.base')
136.011  000.166  000.055: require('gitsigns.signs')
136.014  000.208  000.042: require('gitsigns.hunks')
136.020  000.411  000.070: require('gitsigns.git')
136.092  000.025  000.025: require('gitsigns.cache')
136.119  000.026  000.026: require('gitsigns.debounce')
136.147  000.027  000.027: require('gitsigns.diff')
136.160  000.138  000.061: require('gitsigns.manager')
136.196  000.035  000.035: require('gitsigns.highlight')
136.202  000.714  000.074: require('gitsigns')
138.055  000.038  000.038: require('gitsigns.signs.vimfn')
141.070  000.065  000.065: require('lvim.utils.functions')
141.510  000.027  000.027: require('bufferline.lazy')
141.548  000.031  000.031: require('bufferline.constants')
141.600  000.051  000.051: require('bufferline.commands')
141.607  000.209  000.099: require('bufferline')
141.659  000.051  000.051: require('bufferline.utils')
141.750  000.088  000.088: require('bufferline.config')
141.846  000.080  000.080: require('bufferline.groups')
141.906  000.030  000.030: require('bufferline.colors')
142.044  000.048  000.048: require('bufferline.highlights')
142.680  000.076  000.076: require('bufferline.hover')
142.808  000.078  000.078: require('bufferline.ui')
143.000  000.027  000.027: sourcing /home/jero/.local/share/lunarvim/site/pack/packer/opt/which-key.nvim/plugin/which-key.vim
143.255  000.030  000.030: require('which-key.util')
143.258  000.058  000.028: require('which-key.tree')
143.322  000.063  000.063: require('which-key.config')
143.326  000.177  000.055: require('which-key.keys')
143.329  000.220  000.042: require('which-key')
143.661  000.035  000.035: require('toggleterm.lazy')
143.687  000.023  000.023: require('toggleterm.constants')
143.771  000.083  000.083: require('toggleterm.terminal')
143.775  000.232  000.091: require('toggleterm')
143.839  000.029  000.029: require('toggleterm.colors')
143.870  000.030  000.030: require('toggleterm.utils')
143.874  000.098  000.039: require('toggleterm.config')
144.084  000.041  000.041: require('toggleterm.commandline')
144.792  000.061  000.061: require('lir.float.curdir_window')
144.798  000.147  000.086: require('lir.float')
145.770  046.866: opening buffers
145.948  000.035  000.035: require('bufferline.state')
145.953  000.148: BufEnter autocommands
145.955  000.002: editing files in windows
150.339  000.047  000.047: require('illuminate.providers.lsp')
150.789  000.041  000.041: require('which-key.plugins')
150.832  000.039  000.039: require('which-key.plugins.spelling')
150.892  000.057  000.057: require('which-key.mappings')
151.062  000.060  000.060: require('which-key.plugins.presets')
151.111  000.047  000.047: require('which-key.plugins.presets.misc')
151.142  000.029  000.029: require('which-key.colors')
158.459  012.184: VimEnter autocommands
158.464  000.005: UIEnter autocommands
158.876  000.163  000.163: sourcing /usr/share/nvim/runtime/autoload/provider/clipboard.vim
158.883  000.256: before starting main loop
202.427  043.544: first screen update
202.432  000.005: --- NVIM STARTED ---
